type,bank,distance,amount,min,medium,time,label
PERSON,GTB,33,20000,470,MOBILE,2023-07-18T23:06:10Z,Clean
PERSON,FIRST BANK,7,8000,64730,MOBILE,2023-07-18T23:10:16Z,Clean
PERSON,FIDELITY BANK,3,6000,14820,MOBILE,2023-07-18T23:17:13Z,Clean
MERCHANT,EXAMPLE BANK,16,248000,84550,MOBILE,2023-07-18T23:18:22Z,Clean
PERSON,STERLING BANK,8,294000,58130,WEB,2023-07-18T23:23:05Z,Clean
BUSINESS,FIRST BANK,9,11000,6520,MOBILE,2023-07-19T00:01:21Z,Clean
PERSON,ACCESS BANK,8,2000,85540,WEB,2023-07-19T00:01:22Z,Clean
PERSON,FIRST BANK,39,1798000,23770,MOBILE,2023-07-19T00:03:06Z,Clean
PERSON,ACCESS BANK,1,93000,7730,WEB,2023-07-19T00:06:05Z,Clean
PERSON,FIRST BANK,7,200000,12740,MOBILE,2023-07-19T00:12:08Z,Clean
PERSON,GTB,7,19000,760,MOBILE,2023-07-19T00:15:11Z,Clean
PERSON,FIRST BANK,8,220000,82570,MOBILE,2023-07-19T00:17:20Z,Clean
PERSON,ACCESS BANK,5,259000,47900,MOBILE,2023-07-19T00:22:14Z,Clean
MERCHANT,FINTECH BANKS,4,15000,82340,MOBILE,2023-07-19T01:10:13Z,Clean
PERSON,ACCESS BANK,3,60000,10030,MOBILE,2023-07-19T01:16:19Z,Clean
PERSON,FIRST BANK,10,256000,79330,MOBILE,2023-07-19T01:17:18Z,Clean
PERSON,FIRST BANK,21,300000,6900,MOBILE,2023-07-19T01:19:05Z,Clean
PERSON,GTB,36,1000,22180,IN-BRANCH,2023-07-19T01:21:02Z,Clean
BUSINESS,FINTECH BANKS,27,60000,12860,MOBILE,2023-07-19T02:01:08Z,Clean
PERSON,FIRST BANK,8,56000,9400,WEB,2023-07-19T02:01:10Z,Clean
PERSON,FIRST BANK,5,281000,22400,MOBILE,2023-07-19T02:02:12Z,Clean
PERSON,ACCESS BANK,1,269000,9640,MOBILE,2023-07-19T02:03:18Z,Clean
PERSON,FIRST BANK,10,97000,13140,MOBILE,2023-07-19T02:04:11Z,Clean
PERSON,ACCESS BANK,4,7000,57960,MOBILE,2023-07-19T02:06:11Z,Clean
PERSON,FIRST BANK,29,180000,86050,MOBILE,2023-07-19T02:06:11Z,Clean
PERSON,UBA,21,292000,11810,MOBILE,2023-07-19T02:12:21Z,Clean
PERSON,FIRST BANK,26,176000,14960,MOBILE,2023-07-19T02:13:17Z,Clean
PERSON,EXAMPLE BANK,13,17000,10390,MOBILE,2023-07-19T02:14:01Z,Clean
PERSON,UBA,0,135000,65260,MOBILE,2023-07-19T02:23:09Z,Clean
PERSON,GTB,9,123000,11160,MOBILE,2023-07-19T03:01:02Z,Clean
PERSON,FIRST BANK,13,57000,73430,MOBILE,2023-07-19T03:01:18Z,Clean
PERSON,FIRST BANK,10,15000,49400,WEB,2023-07-19T03:02:05Z,Clean
PERSON,FIDELITY BANK,10,1735000,63660,MOBILE,2023-07-19T03:03:11Z,Clean
PERSON,FIRST BANK,3,12000,85140,MOBILE,2023-07-19T03:04:12Z,Clean
PERSON,FIRST BANK,7,35000,39810,MOBILE,2023-07-19T03:05:18Z,Clean
PERSON,FIRST BANK,6,12000,10010,IN-BRANCH,2023-07-19T03:07:05Z,Clean
PERSON,GTB,26,50000,1080,MOBILE,2023-07-19T03:08:10Z,Clean
PERSON,ACCESS BANK,5,8000,64900,WEB,2023-07-19T03:11:13Z,Clean
PERSON,FIRST BANK,4,208000,64400,MOBILE,2023-07-19T03:11:16Z,Clean
PERSON,GTB,34,1128000,790,MOBILE,2023-07-19T03:20:22Z,Clean
PERSON,ACCESS BANK,14,14000,59620,MOBILE,2023-07-19T03:23:22Z,Clean
PERSON,OTHER_TIER1_BANKS,24,292000,8910,WEB,2023-07-19T04:02:08Z,Clean
PERSON,ACCESS BANK,27,250000,660,MOBILE,2023-07-19T04:04:14Z,Clean
PERSON,EXAMPLE BANK,4,11000,1440,MOBILE,2023-07-19T04:06:10Z,Clean
MERCHANT,ACCESS BANK,9,6000,48370,MOBILE,2023-07-19T04:08:01Z,Clean
PERSON,FIDELITY BANK,22,1987000,14400,MOBILE,2023-07-19T04:09:09Z,Clean
MERCHANT,FIRST BANK,9,13000,7570,MOBILE,2023-07-19T04:13:19Z,Clean
PERSON,FIDELITY BANK,13,12000,40330,MOBILE,2023-07-19T04:15:13Z,Clean
PERSON,FINTECH BANKS,8,92000,6650,MOBILE,2023-07-19T04:21:09Z,Clean
PERSON,GTB,15,45000,39570,MOBILE,2023-07-19T04:21:15Z,Clean
PERSON,STERLING BANK,15,226000,13420,MOBILE,2023-07-19T04:23:02Z,Clean
MERCHANT,FINTECH BANKS,7,199000,26770,WEB,2023-07-19T05:00:00Z,Clean
PERSON,ECOBANK,11,2000,1800,MOBILE,2023-07-19T05:00:12Z,Clean
PERSON,UBA,6,9000,9400,MOBILE,2023-07-19T05:08:18Z,Clean
PERSON,GTB,9,100000,74880,MOBILE,2023-07-19T05:08:20Z,Clean
PERSON,FIRST BANK,8,79000,510,WEB,2023-07-19T05:09:05Z,Clean
PERSON,FIRST BANK,4,237000,2550,MOBILE,2023-07-19T05:10:06Z,Clean
PERSON,EXAMPLE BANK,9,1000,60570,MOBILE,2023-07-19T05:17:07Z,Clean
PERSON,UBA,6,223000,88920,WEB,2023-07-19T05:18:01Z,Clean
PERSON,FIRST BANK,29,4000,12050,WEB,2023-07-19T05:18:13Z,Clean
PERSON,FIRST BANK,13,227000,14570,MOBILE,2023-07-19T05:18:17Z,Clean
PERSON,FIDELITY BANK,11,42000,12120,MOBILE,2023-07-19T05:20:21Z,Clean
MERCHANT,FIRST BANK,10,9000,34920,WEB,2023-07-19T05:21:10Z,Clean
PERSON,GTB,5,216000,12180,MOBILE,2023-07-19T05:23:01Z,Clean
PERSON,GTB,3,76000,25800,MOBILE,2023-07-19T06:00:02Z,Clean
PERSON,FINTECH BANKS,7,202000,3,MOBILE,2023-07-19T06:03:10Z,Clean
PERSON,FINTECH BANKS,7,18000,3,MOBILE,2023-07-19T06:03:12Z,Clean
BUSINESS,UBA,1,85000,910,MOBILE,2023-07-19T06:05:13Z,Clean
PERSON,GTB,12,35000,8960,MOBILE,2023-07-19T06:05:19Z,Clean
PERSON,STERLING BANK,12,6000,29320,MOBILE,2023-07-19T06:08:15Z,Clean
PERSON,ECOBANK,8,31000,9940,MOBILE,2023-07-19T06:09:20Z,Clean
PERSON,FIRST BANK,4,40000,27720,MOBILE,2023-07-19T06:10:08Z,Clean
PERSON,UBA,12,91000,90,MOBILE,2023-07-19T06:16:12Z,Clean
PERSON,FIRST BANK,10,5000,14410,WEB,2023-07-19T06:18:06Z,Clean
PERSON,ACCESS BANK,0,3000,54360,WEB,2023-07-19T06:20:22Z,Clean
PERSON,GTB,8,148000,80690,MOBILE,2023-07-19T07:05:01Z,Clean
PERSON,FIRST BANK,15,55000,45050,MOBILE,2023-07-19T07:08:00Z,Clean
PERSON,FIRST BANK,11,11000,49780,MOBILE,2023-07-19T07:08:09Z,Clean
PERSON,FIRST BANK,23,1348000,79660,MOBILE,2023-07-19T07:08:21Z,Clean
PERSON,FINTECH BANKS,12,185000,12710,MOBILE,2023-07-19T07:11:15Z,Clean
PERSON,STERLING BANK,2,250000,10720,MOBILE,2023-07-19T07:13:21Z,Clean
PERSON,FIRST BANK,5,18000,35770,IN-BRANCH,2023-07-19T07:14:23Z,Clean
PERSON,FIDELITY BANK,16,60000,13550,MOBILE,2023-07-19T07:15:07Z,Clean
PERSON,OTHER_TIER1_BANKS,8,207000,9,MOBILE,2023-07-19T07:20:07Z,Clean
PERSON,ACCESS BANK,39,11000,80710,WEB,2023-07-19T08:01:21Z,Clean
PERSON,UBA,23,5000,14260,WEB,2023-07-19T08:05:17Z,Clean
PERSON,ACCESS BANK,14,20000,2280,MOBILE,2023-07-19T08:08:03Z,Clean
PERSON,EXAMPLE BANK,23,64000,12070,MOBILE,2023-07-19T08:08:19Z,Clean
PERSON,GTB,17,7000,65690,WEB,2023-07-19T08:12:15Z,Clean
MERCHANT,ACCESS BANK,20,15000,50870,WEB,2023-07-19T08:13:17Z,Clean
PERSON,FIDELITY BANK,11,43000,48640,MOBILE,2023-07-19T08:14:17Z,Clean
PERSON,ACCESS BANK,15,33000,22040,MOBILE,2023-07-19T08:19:09Z,Clean
PERSON,GTB,4,7000,35750,MOBILE,2023-07-19T08:20:04Z,Clean
PERSON,ACCESS BANK,6,284000,12970,MOBILE,2023-07-19T09:05:17Z,Clean
PERSON,GTB,13,241000,7050,MOBILE,2023-07-19T09:06:22Z,Clean
BUSINESS,GTB,10,263000,21190,MOBILE,2023-07-19T09:09:06Z,Clean
PERSON,ACCESS BANK,18,197000,88110,WEB,2023-07-19T09:17:15Z,Clean
PERSON,UBA,10,35000,45910,MOBILE,2023-07-19T09:18:10Z,Clean
PERSON,ACCESS BANK,7,1208000,56430,MOBILE,2023-07-19T09:18:18Z,Clean
PERSON,GTB,13,10000,3710,MOBILE,2023-07-19T09:21:08Z,Clean
PERSON,FINTECH BANKS,6,40000,46820,MOBILE,2023-07-19T09:22:19Z,Clean
MERCHANT,GTB,6,104000,48390,MOBILE,2023-07-19T10:04:16Z,Clean
PERSON,ACCESS BANK,9,61000,52200,MOBILE,2023-07-19T10:10:19Z,Clean
PERSON,GTB,8,42000,66610,MOBILE,2023-07-19T10:14:19Z,Clean
PERSON,ACCESS BANK,40,113000,14540,MOBILE,2023-07-19T10:16:03Z,Clean
PERSON,UBA,7,199000,12190,MOBILE,2023-07-19T10:20:21Z,Clean
MERCHANT,STERLING BANK,6,16000,72080,MOBILE,2023-07-19T11:01:19Z,Clean
PERSON,FIRST BANK,10,151000,14830,MOBILE,2023-07-19T11:02:21Z,Clean
PERSON,OTHER_TIER1_BANKS,7,11000,70,WEB,2023-07-19T11:05:05Z,Clean
BUSINESS,FIRST BANK,5,7000,74920,MOBILE,2023-07-19T11:07:14Z,Clean
PERSON,FIRST BANK,11,251000,930,MOBILE,2023-07-19T11:10:04Z,Clean
PERSON,GTB,7,34000,62290,MOBILE,2023-07-19T11:16:10Z,Clean
PERSON,FIDELITY BANK,10,3000,43690,MOBILE,2023-07-19T11:16:20Z,Clean
PERSON,STERLING BANK,42,1191000,59440,MOBILE,2023-07-19T11:18:16Z,Clean
MERCHANT,UBA,6,246000,26330,MOBILE,2023-07-19T11:23:12Z,Clean
PERSON,FIRST BANK,1,280000,12100,WEB,2023-07-19T12:02:07Z,Clean
PERSON,UBA,5,43000,8,MOBILE,2023-07-19T12:05:23Z,Clean
PERSON,OTHER_TIER1_BANKS,8,296000,6650,MOBILE,2023-07-19T12:09:17Z,Clean
PERSON,FIRST BANK,16,297000,13410,MOBILE,2023-07-19T12:10:15Z,Clean
PERSON,ACCESS BANK,10,1000,14540,MOBILE,2023-07-19T12:12:16Z,Clean
PERSON,ECOBANK,6,36000,44080,MOBILE,2023-07-19T12:18:06Z,Clean
PERSON,ACCESS BANK,10,70000,990,MOBILE,2023-07-19T12:19:02Z,Clean
PERSON,FIRST BANK,14,968000,64810,MOBILE,2023-07-19T13:00:00Z,Clean
PERSON,ECOBANK,15,12000,79990,MOBILE,2023-07-19T13:02:13Z,Clean
PERSON,UNION BANK,29,36000,7830,MOBILE,2023-07-19T13:05:21Z,Clean
PERSON,STERLING BANK,10,140000,13600,MOBILE,2023-07-19T13:06:10Z,Clean
MERCHANT,GTB,15,54000,78370,MOBILE,2023-07-19T13:11:21Z,Clean
PERSON,ACCESS BANK,6,2000,40650,MOBILE,2023-07-19T13:14:19Z,Clean
PERSON,EXAMPLE BANK,9,31000,89010,MOBILE,2023-07-19T13:23:12Z,Clean
PERSON,FIRST BANK,25,50000,1010,MOBILE,2023-07-19T14:03:12Z,Clean
PERSON,GTB,16,4000,13680,WEB,2023-07-19T14:09:01Z,Clean
PERSON,GTB,45,948000,27220,MOBILE,2023-07-19T14:10:19Z,Clean
PERSON,ACCESS BANK,3,116000,9190,WEB,2023-07-19T14:15:08Z,Clean
MERCHANT,FIRST BANK,9,20000,14510,MOBILE,2023-07-19T14:22:12Z,Clean
PERSON,EXAMPLE BANK,11,17000,8,IN-BRANCH,2023-07-19T15:02:07Z,Clean
PERSON,FINTECH BANKS,11,54000,3300,WEB,2023-07-19T15:02:18Z,Clean
PERSON,ACCESS BANK,19,75000,71230,MOBILE,2023-07-19T15:02:21Z,Clean
BUSINESS,GTB,11,143000,950,IN-BRANCH,2023-07-19T15:02:21Z,Clean
PERSON,FINTECH BANKS,7,79000,10120,MOBILE,2023-07-19T15:05:06Z,Clean
MERCHANT,ECOBANK,15,11000,80960,MOBILE,2023-07-19T15:05:20Z,Clean
PERSON,GTB,13,292000,300,MOBILE,2023-07-19T15:07:02Z,Clean
PERSON,FINTECH BANKS,7,608000,39030,MOBILE,2023-07-19T15:11:07Z,Clean
PERSON,EXAMPLE BANK,16,95000,7870,MOBILE,2023-07-19T15:11:13Z,Clean
PERSON,ACCESS BANK,31,38000,60910,WEB,2023-07-19T15:14:21Z,Clean
PERSON,FIRST BANK,31,60000,33850,MOBILE,2023-07-19T15:15:21Z,Clean
PERSON,OTHER_TIER1_BANKS,31,78000,3660,MOBILE,2023-07-19T15:16:09Z,Clean
BUSINESS,GTB,49,48000,28050,MOBILE,2023-07-19T15:22:12Z,Clean
PERSON,EXAMPLE BANK,24,2000,5580,MOBILE,2023-07-19T15:22:14Z,Clean
PERSON,FIRST BANK,14,3000,37340,MOBILE,2023-07-19T15:23:09Z,Clean
PERSON,FIRST BANK,10,55000,12650,MOBILE,2023-07-19T16:05:14Z,Clean
MERCHANT,FIRST BANK,7,79000,88480,MOBILE,2023-07-19T16:07:12Z,Clean
PERSON,ACCESS BANK,9,60000,88430,MOBILE,2023-07-19T16:12:06Z,Clean
BUSINESS,OTHER_TIER1_BANKS,4,64000,4540,WEB,2023-07-19T16:23:05Z,Clean
PERSON,FINTECH BANKS,28,59000,12680,MOBILE,2023-07-19T17:11:21Z,Clean
PERSON,GTB,26,286000,10980,IN-BRANCH,2023-07-19T17:11:23Z,Clean
PERSON,FINTECH BANKS,8,4000,11030,MOBILE,2023-07-19T17:21:01Z,Clean
PERSON,FIDELITY BANK,15,237000,12870,MOBILE,2023-07-19T17:21:03Z,Clean
PERSON,GTB,6,232000,37090,MOBILE,2023-07-19T17:21:12Z,Clean
MERCHANT,GTB,14,48000,85400,MOBILE,2023-07-19T17:22:21Z,Clean
PERSON,ACCESS BANK,11,4000,76930,MOBILE,2023-07-19T18:00:04Z,Clean
PERSON,FIRST BANK,7,284000,4940,MOBILE,2023-07-19T18:07:06Z,Clean
PERSON,ACCESS BANK,17,232000,12940,WEB,2023-07-19T18:07:23Z,Clean
PERSON,FIRST BANK,8,30000,34280,WEB,2023-07-19T18:20:10Z,Clean
PERSON,GTB,25,14000,14320,MOBILE,2023-07-19T18:22:13Z,Clean
PERSON,FIDELITY BANK,11,77000,37140,WEB,2023-07-19T18:22:17Z,Clean
PERSON,FIRST BANK,32,16000,86350,MOBILE,2023-07-19T19:07:00Z,Clean
PERSON,FIRST BANK,46,40000,14160,MOBILE,2023-07-19T19:09:02Z,Clean
PERSON,FIRST BANK,12,7000,6470,MOBILE,2023-07-19T19:10:07Z,Clean
PERSON,ECOBANK,11,4000,1870,WEB,2023-07-19T19:10:14Z,Clean
PERSON,GTB,3,119000,12710,MOBILE,2023-07-19T19:12:00Z,Clean
PERSON,FIRST BANK,8,47000,20420,WEB,2023-07-19T19:12:17Z,Clean
PERSON,OTHER_TIER1_BANKS,12,3000,12370,MOBILE,2023-07-19T19:16:18Z,Clean
PERSON,STERLING BANK,8,285000,1870,MOBILE,2023-07-19T19:17:11Z,Clean
PERSON,GTB,6,171000,68060,MOBILE,2023-07-19T19:20:15Z,Clean
PERSON,OTHER_TIER1_BANKS,11,11000,55110,MOBILE,2023-07-19T20:00:20Z,Clean
PERSON,OTHER_TIER1_BANKS,29,14000,57090,MOBILE,2023-07-19T20:02:04Z,Clean
PERSON,FIRST BANK,15,1000,900,MOBILE,2023-07-19T20:03:23Z,Clean
PERSON,ECOBANK,25,11000,27150,MOBILE,2023-07-19T20:04:19Z,Clean
PERSON,FINTECH BANKS,1,45000,13260,MOBILE,2023-07-19T20:09:10Z,Clean
PERSON,FINTECH BANKS,15,12000,60060,WEB,2023-07-19T20:13:07Z,Clean
PERSON,FINTECH BANKS,18,240000,9140,MOBILE,2023-07-19T20:13:10Z,Clean
PERSON,FIRST BANK,11,192000,27500,WEB,2023-07-19T20:15:08Z,Clean
PERSON,FIRST BANK,11,19000,35590,WEB,2023-07-19T20:22:06Z,Clean
PERSON,GTB,2,131000,72330,MOBILE,2023-07-19T21:00:19Z,Clean
PERSON,GTB,97,6000,76720,MOBILE,2023-07-19T21:07:12Z,Fraud
PERSON,ACCESS BANK,4,64000,68220,MOBILE,2023-07-19T21:07:19Z,Clean
PERSON,GTB,10,16000,5810,MOBILE,2023-07-19T21:08:02Z,Clean
MERCHANT,OTHER_TIER1_BANKS,10,4000,61780,MOBILE,2023-07-19T21:08:10Z,Clean
PERSON,OTHER_TIER1_BANKS,19,3000,13030,MOBILE,2023-07-19T21:10:01Z,Clean
PERSON,FIRST BANK,4,209000,12910,MOBILE,2023-07-19T21:10:18Z,Clean
PERSON,FINTECH BANKS,11,16000,40250,MOBILE,2023-07-19T21:16:15Z,Clean
PERSON,FINTECH BANKS,9,45000,710,MOBILE,2023-07-19T21:16:17Z,Clean
PERSON,ACCESS BANK,22,6000,11090,MOBILE,2023-07-19T21:16:19Z,Clean
PERSON,ACCESS BANK,21,54000,23460,MOBILE,2023-07-19T21:17:09Z,Clean
PERSON,ACCESS BANK,30,72000,12380,MOBILE,2023-07-19T21:18:02Z,Clean
PERSON,GTB,0,2000,14810,MOBILE,2023-07-19T21:23:21Z,Clean
PERSON,ECOBANK,7,75000,8580,MOBILE,2023-07-19T22:00:04Z,Clean
PERSON,FINTECH BANKS,13,75000,38420,WEB,2023-07-19T22:01:21Z,Clean
PERSON,UBA,14,791000,33640,MOBILE,2023-07-19T22:03:12Z,Clean
PERSON,FIRST BANK,13,2000,37230,WEB,2023-07-19T22:06:17Z,Clean
PERSON,FIRST BANK,5,91000,14280,MOBILE,2023-07-19T22:09:20Z,Clean
PERSON,FIRST BANK,10,230000,72270,MOBILE,2023-07-19T22:11:17Z,Clean
PERSON,ECOBANK,6,30000,54100,MOBILE,2023-07-19T22:11:23Z,Clean
PERSON,ACCESS BANK,8,80000,31350,MOBILE,2023-07-19T22:15:08Z,Clean
PERSON,GTB,21,54000,20830,WEB,2023-07-19T22:17:01Z,Clean
PERSON,ACCESS BANK,5,246000,10190,MOBILE,2023-07-19T22:17:15Z,Clean
MERCHANT,ACCESS BANK,11,226000,11430,MOBILE,2023-07-19T22:19:06Z,Clean
MERCHANT,UBA,26,254000,88540,MOBILE,2023-07-19T22:21:00Z,Clean
PERSON,ACCESS BANK,18,1000,10930,WEB,2023-07-19T22:21:20Z,Clean
PERSON,FIRST BANK,12,270000,55840,MOBILE,2023-07-19T22:22:20Z,Clean
PERSON,GTB,26,41000,63450,MOBILE,2023-07-19T23:04:18Z,Clean
PERSON,ECOBANK,0,12000,28190,MOBILE,2023-07-19T23:10:03Z,Clean
PERSON,FIRST BANK,5,62000,38320,MOBILE,2023-07-19T23:13:13Z,Clean
PERSON,GTB,4,73000,59840,MOBILE,2023-07-19T23:18:13Z,Clean
PERSON,ACCESS BANK,18,9000,86700,MOBILE,2023-07-20T00:02:08Z,Clean
PERSON,ACCESS BANK,10,7000,14300,WEB,2023-07-20T00:06:11Z,Clean
PERSON,FIRST BANK,19,14000,39870,MOBILE,2023-07-20T00:07:05Z,Clean
PERSON,ACCESS BANK,2,1174000,7280,MOBILE,2023-07-20T00:09:03Z,Clean
PERSON,GTB,5,59000,70,MOBILE,2023-07-20T00:11:01Z,Clean
PERSON,FIRST BANK,10,92000,90,MOBILE,2023-07-20T00:12:12Z,Clean
PERSON,FIDELITY BANK,0,14000,1090,MOBILE,2023-07-20T00:13:07Z,Clean
PERSON,ACCESS BANK,7,60000,6740,MOBILE,2023-07-20T00:14:00Z,Clean
PERSON,UBA,13,227000,1200,MOBILE,2023-07-20T00:15:20Z,Clean
PERSON,FIDELITY BANK,4,1431000,830,MOBILE,2023-07-20T00:18:15Z,Clean
PERSON,ACCESS BANK,27,54000,48030,MOBILE,2023-07-20T01:20:00Z,Clean
MERCHANT,UBA,15,208000,78350,MOBILE,2023-07-20T01:21:20Z,Clean
PERSON,EXAMPLE BANK,19,12000,13100,MOBILE,2023-07-20T01:22:04Z,Clean
PERSON,OTHER_TIER1_BANKS,3,5000,25040,WEB,2023-07-20T01:23:21Z,Clean
PERSON,FIRST BANK,14,16000,29050,MOBILE,2023-07-20T02:00:12Z,Clean
PERSON,FIRST BANK,18,5000,46600,MOBILE,2023-07-20T02:21:03Z,Clean
PERSON,FIRST BANK,3,43000,60460,MOBILE,2023-07-20T02:22:13Z,Clean
PERSON,FINTECH BANKS,23,189000,12500,PHONE,2023-07-20T03:01:22Z,Clean
PERSON,GTB,4,66000,55470,MOBILE,2023-07-20T03:02:01Z,Clean
PERSON,EXAMPLE BANK,20,233000,9890,MOBILE,2023-07-20T03:06:14Z,Clean
PERSON,OTHER_TIER1_BANKS,13,6000,12000,MOBILE,2023-07-20T03:08:16Z,Clean
PERSON,FIRST BANK,39,250000,9840,MOBILE,2023-07-20T03:11:20Z,Clean
PERSON,FINTECH BANKS,15,10000,66030,IN-BRANCH,2023-07-20T03:16:15Z,Clean
PERSON,ECOBANK,9,12000,1700,MOBILE,2023-07-20T03:23:05Z,Clean
PERSON,ACCESS BANK,5,55000,56240,MOBILE,2023-07-20T03:23:18Z,Clean
PERSON,FIRST BANK,11,6000,82420,MOBILE,2023-07-20T04:02:17Z,Clean
PERSON,ACCESS BANK,1,228000,56830,MOBILE,2023-07-20T04:03:09Z,Clean
PERSON,FIRST BANK,5,281000,62130,MOBILE,2023-07-20T04:05:08Z,Clean
PERSON,FINTECH BANKS,10,19000,950,WEB,2023-07-20T04:05:16Z,Clean
PERSON,FIRST BANK,21,97000,14800,MOBILE,2023-07-20T04:06:01Z,Clean
PERSON,FIRST BANK,10,67000,7870,MOBILE,2023-07-20T04:10:21Z,Clean
PERSON,FIRST BANK,8,46000,1200,MOBILE,2023-07-20T04:13:19Z,Clean
MERCHANT,GTB,12,8000,960,MOBILE,2023-07-20T05:01:12Z,Clean
PERSON,UBA,17,234000,8510,MOBILE,2023-07-20T05:01:17Z,Clean
PERSON,EXAMPLE BANK,29,17000,7850,MOBILE,2023-07-20T05:03:04Z,Clean
PERSON,ACCESS BANK,7,1720000,39740,MOBILE,2023-07-20T05:10:04Z,Clean
PERSON,ACCESS BANK,14,273000,13670,MOBILE,2023-07-20T05:13:12Z,Clean
PERSON,OTHER_TIER1_BANKS,1,8000,29940,MOBILE,2023-07-20T05:13:17Z,Clean
PERSON,GTB,3,5000,25350,MOBILE,2023-07-20T05:13:17Z,Clean
PERSON,FIRST BANK,25,42000,52740,WEB,2023-07-20T05:18:05Z,Clean
PERSON,FIRST BANK,1,18000,83760,WEB,2023-07-20T06:03:06Z,Clean
PERSON,ACCESS BANK,10,13000,82580,MOBILE,2023-07-20T06:04:03Z,Clean
PERSON,FINTECH BANKS,14,40000,960,MOBILE,2023-07-20T06:12:09Z,Clean
PERSON,ACCESS BANK,16,471000,5050,MOBILE,2023-07-20T06:14:20Z,Clean
PERSON,GTB,6,2000,55330,MOBILE,2023-07-20T06:17:04Z,Clean
PERSON,ACCESS BANK,0,5000,8450,MOBILE,2023-07-20T06:18:09Z,Clean
PERSON,ACCESS BANK,9,245000,37880,MOBILE,2023-07-20T06:23:07Z,Clean
PERSON,ACCESS BANK,11,7000,13900,MOBILE,2023-07-20T07:01:12Z,Clean
PERSON,FINTECH BANKS,13,14000,20230,IN-BRANCH,2023-07-20T07:02:10Z,Clean
PERSON,FIRST BANK,9,819000,81840,MOBILE,2023-07-20T07:02:23Z,Clean
PERSON,EXAMPLE BANK,10,89000,74540,MOBILE,2023-07-20T07:05:14Z,Clean
PERSON,FIRST BANK,10,62000,8450,MOBILE,2023-07-20T07:07:18Z,Clean
PERSON,GTB,10,151000,2990,MOBILE,2023-07-20T07:08:02Z,Clean
PERSON,FIRST BANK,21,10000,62360,MOBILE,2023-07-20T07:10:18Z,Clean
PERSON,GTB,20,226000,1200,MOBILE,2023-07-20T07:17:07Z,Clean
PERSON,GTB,16,1704000,12710,MOBILE,2023-07-20T07:22:13Z,Clean
PERSON,FIRST BANK,27,9000,12250,MOBILE,2023-07-20T08:03:14Z,Clean
PERSON,UBA,18,242000,44370,MOBILE,2023-07-20T08:04:05Z,Clean
PERSON,ACCESS BANK,4,18000,27730,MOBILE,2023-07-20T08:05:15Z,Clean
PERSON,GTB,12,231000,12020,MOBILE,2023-07-20T08:13:05Z,Clean
BUSINESS,FIDELITY BANK,6,14000,14140,MOBILE,2023-07-20T08:17:06Z,Clean
PERSON,GTB,11,229000,55350,MOBILE,2023-07-20T08:18:06Z,Clean
PERSON,EXAMPLE BANK,19,65000,12610,MOBILE,2023-07-20T09:03:03Z,Clean
PERSON,FIRST BANK,14,486000,10820,WEB,2023-07-20T09:04:14Z,Clean
PERSON,FINTECH BANKS,2,12000,28250,MOBILE,2023-07-20T09:11:22Z,Clean
PERSON,FIRST BANK,22,73000,40420,MOBILE,2023-07-20T09:12:01Z,Clean
PERSON,FIRST BANK,7,44000,44820,MOBILE,2023-07-20T09:14:02Z,Clean
PERSON,GTB,8,267000,23350,MOBILE,2023-07-20T09:14:22Z,Clean
PERSON,ACCESS BANK,2,73000,12900,MOBILE,2023-07-20T09:21:00Z,Clean
PERSON,FINTECH BANKS,3,621000,46460,MOBILE,2023-07-20T09:22:10Z,Clean
PERSON,GTB,0,12000,7660,MOBILE,2023-07-20T10:01:00Z,Clean
PERSON,GTB,14,1397000,12260,MOBILE,2023-07-20T10:02:01Z,Clean
MERCHANT,GTB,11,252000,30320,MOBILE,2023-07-20T10:02:05Z,Clean
PERSON,EXAMPLE BANK,9,67000,10550,MOBILE,2023-07-20T10:06:13Z,Clean
PERSON,GTB,11,20000,12140,MOBILE,2023-07-20T10:07:12Z,Clean
PERSON,GTB,11,1066000,11230,MOBILE,2023-07-20T10:13:06Z,Clean
BUSINESS,ACCESS BANK,10,14000,870,WEB,2023-07-20T10:20:07Z,Clean
PERSON,FIRST BANK,28,534000,38830,MOBILE,2023-07-20T10:22:13Z,Clean
PERSON,FIRST BANK,9,11000,380,WEB,2023-07-20T11:05:06Z,Clean
PERSON,FINTECH BANKS,11,334000,86020,MOBILE,2023-07-20T11:05:09Z,Clean
PERSON,ACCESS BANK,53,31000,7520,MOBILE,2023-07-20T11:08:10Z,Clean
PERSON,ECOBANK,6,16000,13650,MOBILE,2023-07-20T11:19:12Z,Clean
PERSON,FINTECH BANKS,4,10000,39830,MOBILE,2023-07-20T11:19:13Z,Clean
PERSON,STERLING BANK,1,270000,25970,MOBILE,2023-07-20T11:20:11Z,Clean
PERSON,ACCESS BANK,27,225000,25080,WEB,2023-07-20T11:20:21Z,Clean
PERSON,ACCESS BANK,4,53000,7460,MOBILE,2023-07-20T12:05:04Z,Clean
PERSON,FIDELITY BANK,16,251000,5060,MOBILE,2023-07-20T13:05:02Z,Clean
PERSON,FINTECH BANKS,11,227000,11850,MOBILE,2023-07-20T13:07:02Z,Clean
PERSON,GTB,11,48000,55500,IN-BRANCH,2023-07-20T13:11:11Z,Clean
PERSON,FIDELITY BANK,7,280000,10790,MOBILE,2023-07-20T13:17:22Z,Clean
